1,1,4940
2,1,4939
3,2,4937
4,2,4936
5,2,4935
6,2,4934
7,2,4933
8,2,4932
9,2,4931
10,3,4927
11,3,4926
12,3,4925
13,3,4924
14,3,4923
15,4,4921
16,4,4920
17,4,4919
18,4,4918
19,4,4917
20,4,4916
21,5,4911
22,5,4910
23,5,4909
24,5,4908
25,5,4907
26,5,4906
27,5,4905
28,5,4904
29,5,4903
30,7,4900
31,7,4899
32,7,4898
33,7,4897
34,8,4895
35,8,4894
36,9,4892
37,9,4891
38,10,4889
39,10,4888
40,10,4887
41,10,4886
42,11,4884
43,11,4883
44,11,4882
45,12,4880
46,13,4878
47,15,4870
48,15,4869
49,15,4868
50,15,4867
51,15,4866
52,15,4865
53,15,4864
54,15,4863
55,15,4862
56,15,4861
57,15,4860
58,15,4859
59,15,4858
60,16,4853
61,17,4851
62,17,4850
63,19,4847
64,19,4846
65,19,4845
66,19,4844
67,19,4843
68,19,4842
69,19,4841
70,19,4840
71,20,4838
72,20,4837
73,20,4836
74,21,4834
75,21,4833
76,22,4831
77,22,4830
78,22,4829
79,25,4825
80,25,4824
81,25,4823
82,25,4822
83,26,4819
84,26,4818
85,26,4817
86,28,4814
87,28,4813
88,28,4812
89,29,4810
90,29,4809
91,29,4808
92,29,4807
93,32,4800
94,32,4799
95,32,4798
96,33,4796
97,34,4794
98,34,4793
99,34,4792
100,35,4790
101,35,4789
102,35,4788
103,35,4787
104,35,4786
105,35,4785
106,35,4784
107,35,4783
108,36,4781
109,36,4780
110,36,4779
111,36,4778
112,36,4777
113,36,4776
114,39,4771
115,39,4770
116,39,4769
117,39,4768
118,41,4765
119,41,4764
120,41,4763
121,41,4762
122,41,4761
123,42,4757
124,42,4756
125,42,4755
126,43,4753
127,43,4752
128,43,4751
129,43,4750
130,43,4749
131,43,4748
132,43,4747
133,43,4746
134,43,4745
135,43,4744
136,43,4743
137,43,4742
138,43,4741
139,45,4731
140,45,4730
141,46,4714
142,46,4713
143,46,4712
144,46,4711
145,46,4710
146,46,4709
147,45,4709
148,45,4708
149,45,4707
150,45,4706
151,45,4705
152,45,4704
153,45,4703
154,45,4702
155,46,4700
156,46,4699
157,46,4698
158,46,4697
159,46,4696
160,46,4695
161,47,4693
162,47,4692
163,47,4691
164,47,4690
165,47,4689
166,48,4682
167,48,4681
168,48,4680
169,49,4678
170,51,4662
171,51,4661
172,51,4660
173,51,4659
174,52,4657
175,56,4652
176,56,4651
177,57,4644
178,57,4643
179,58,4639
180,58,4638
181,58,4637
182,58,4636
183,58,4635
184,58,4634
185,58,4633
186,58,4632
187,62,4626
188,64,4622
189,64,4621
190,64,4620
191,64,4619
192,65,4616
193,65,4615
194,65,4614
195,65,4613
196,66,4601
197,66,4600
198,67,4598
199,67,4598
200,67,4597
201,68,4595
202,68,4594
203,68,4593
204,68,4592
205,68,4591
206,69,4589
207,70,4586
208,70,4585
209,70,4584
210,70,4583
211,70,4582
212,70,4581
213,70,4580
214,71,4578
215,71,4577
216,71,4576
217,71,4575
218,71,4574
219,72,4572
220,72,4571
221,72,4570
222,72,4569
223,72,4568
224,72,4567
225,73,4564
226,73,4563
227,75,4560
228,75,4559
229,75,4558
230,76,4556
231,76,4555
232,76,4554
233,76,4553
234,76,4552
235,76,4551
236,76,4550
237,76,4549
238,76,4548
239,76,4547
240,77,4545
241,77,4544
242,77,4543
243,77,4542
244,79,4539
245,79,4538
246,79,4537
247,79,4536
248,79,4535
249,79,4534
250,79,4533
251,79,4532
252,79,4531
253,79,4530
254,79,4529
255,80,4527
256,80,4526
257,80,4525
258,80,4524
259,81,4522
260,81,4521
261,81,4520
262,81,4519
263,81,4518
264,81,4517
265,81,4516
266,82,4514
267,83,4512
268,83,4511
269,87,4490
270,87,4489
271,87,4488
272,87,4487
273,87,4486
274,87,4485
275,87,4484
276,87,4483
277,87,4482
278,87,4481
279,87,4480
280,87,4479
281,89,4476
282,89,4475
283,90,4471
284,92,4465
285,92,4464
286,92,4463
287,92,4462
288,93,4460
289,94,4457
290,94,4456
291,94,4455
292,95,4452
293,95,4451
294,96,4449
295,97,4447
296,97,4446
297,99,4443
298,99,4442
299,99,4441
300,100,4439
301,101,4437
302,101,4436
303,101,4435
304,101,4434
305,101,4433
306,101,4432
307,101,4431
308,101,4430
309,101,4429
310,103,4419
311,104,4417
312,104,4416
313,104,4415
314,104,4414
315,104,4413
316,104,4412
317,105,4409
318,105,4408
319,105,4407
320,105,4406
321,106,4403
322,107,4401
323,110,4397
