1,1,1418
7,1,1412
13,5,1354
19,5,1348
25,7,1343
31,15,1308
37,16,1303
43,16,1297
49,28,1280
55,28,1274
61,28,1268
67,28,1262
73,28,1259
79,59,1155
85,60,1148
91,62,1137
97,65,1102
103,67,1079
109,70,1071
115,70,1067
121,70,1062
127,86,1025
133,91,1022
139,91,1018
145,91,1014
151,96,1005
157,96,999
163,98,995
169,96,992
175,95,988
181,95,983
187,110,957
193,132,885
199,132,880
205,132,875
211,138,872
217,139,867
223,139,862
229,138,857
235,140,850
241,139,846
247,139,842
253,141,834
259,142,828
265,149,813
271,149,807
277,149,803
283,152,794
289,164,772
295,163,768
301,162,764
307,163,758
313,168,667
319,168,665
325,168,662
331,169,660
337,169,654
343,167,652
349,167,646
355,167,642
361,169,631
367,168,628
373,169,626
379,172,624
385,172,618
391,170,614
397,171,609
403,172,607
409,180,595
415,187,582
421,205,535
427,210,519
433,209,514
439,208,498
445,210,363
451,210,361
457,212,360
463,211,359
469,210,356
475,208,355
481,208,353
487,211,351
493,210,348
499,210,346
505,207,346
511,205,344
517,206,343
523,222,251
529,218,250
535,217,247
541,215,245
547,217,240
553,220,237
559,223,235
565,230,233
571,234,231
577,234,227
583,239,216
589,236,216
595,235,214
601,234,211
607,232,210
613,230,209
619,229,208
625,227,206
631,224,206
637,225,203
643,225,202
649,230,182
655,240,178
661,243,177
667,246,177
673,258,176
679,257,174
685,254,173
691,255,173
697,255,171
703,253,169
709,251,168
715,250,166
721,249,164
727,247,162
733,247,162
739,246,162
745,249,158
751,251,157
757,251,156
763,249,153
769,251,150
775,249,146
781,247,145
787,246,145
793,245,143
799,240,142
805,237,141
811,236,139
817,232,138
823,232,134
829,236,132
835,236,129
841,237,126
847,236,123
853,238,123
859,235,122
865,233,122
871,234,118
877,233,116
883,232,115
889,237,114
895,233,114
901,231,113
907,233,104
913,232,102
919,230,102
925,228,102
931,224,101
937,224,98
943,228,95
949,226,95
955,225,93
961,224,91
967,238,59
973,236,56
979,241,53
985,239,51
991,236,51
997,234,50
1003,233,50
1009,235,44
1015,231,43
1021,232,43
1027,231,42
1033,227,42
1039,223,42
1045,220,41
1051,221,39
1057,216,39
1063,212,38
1069,209,38
1075,206,38
1081,203,36
1087,200,36
1093,211,30
1099,211,30
1105,213,26
1111,210,26
1117,206,22
1123,202,22
1129,198,22
1135,194,21
1141,192,21
1147,192,21
1153,189,21
1159,188,20
1165,186,18
1171,183,17
1177,179,17
1183,174,17
1189,172,17
1195,168,17
1201,165,17
1207,163,11
1213,158,11
1219,154,11
1225,150,10
1231,145,10
1237,141,10
1243,135,10
1249,131,10
1255,130,8
1261,127,7
1267,122,7
1273,119,7
1279,114,7
1285,110,7
1291,105,6
1297,100,6
1303,97,6
1309,91,6
1315,87,6
1321,83,6
1327,77,6
1333,74,3
1339,69,3
1345,64,3
1351,63,3
1357,57,3
1363,53,2
1369,47,2
1375,42,2
1381,36,2
1387,31,2
1393,25,2
1399,20,1
1405,14,1
1411,8,1
1417,2,1
