1,1,1418
2,1,1417
3,2,1415
4,2,1414
5,2,1413
6,2,1412
7,2,1411
8,2,1410
9,2,1409
10,2,1408
11,2,1407
12,2,1406
13,2,1405
14,2,1404
15,2,1403
16,2,1402
17,2,1401
18,2,1400
19,2,1399
20,2,1398
21,2,1397
22,2,1396
23,2,1395
24,2,1394
25,3,1392
26,3,1391
27,3,1390
28,3,1389
29,6,1385
30,7,1383
31,7,1382
32,7,1381
33,7,1380
34,7,1379
35,7,1378
36,8,1376
37,8,1375
38,8,1374
39,8,1373
40,8,1372
41,8,1371
42,8,1370
43,8,1369
44,8,1368
45,14,1361
46,15,1359
47,15,1358
48,15,1357
49,15,1356
50,16,1354
51,16,1353
52,16,1352
53,16,1351
54,16,1350
55,18,1347
56,18,1346
57,18,1345
58,18,1344
59,18,1343
60,18,1342
61,18,1341
62,18,1340
63,18,1339
64,18,1338
65,18,1337
66,18,1336
67,18,1335
68,18,1334
69,18,1333
70,18,1332
71,18,1331
72,18,1330
73,18,1329
74,21,1322
75,25,1302
76,26,1300
77,26,1299
78,26,1298
79,26,1297
80,26,1296
81,26,1295
82,27,1293
83,27,1292
84,28,1290
85,28,1289
86,28,1288
87,28,1287
88,28,1287
89,28,1286
90,28,1285
91,28,1284
92,28,1283
93,28,1282
94,28,1281
95,28,1280
96,30,1210
97,30,1209
98,30,1208
99,30,1207
100,30,1206
101,30,1205
102,30,1204
103,30,1203
104,34,1189
105,34,1188
106,34,1187
107,34,1186
108,34,1185
109,34,1184
110,34,1183
111,34,1182
112,33,1182
113,33,1181
114,33,1180
115,33,1180
116,33,1179
117,33,1178
118,34,1176
119,34,1175
120,34,1174
121,34,1173
122,34,1172
123,34,1171
124,34,1170
125,35,1168
126,35,1167
127,37,1167
128,37,1166
129,37,1165
130,37,1165
131,37,1164
132,42,1150
133,42,1149
134,42,1148
135,42,1147
136,42,1146
137,42,1145
138,43,1142
139,43,1141
140,43,1140
141,43,1139
142,44,1137
143,44,1136
144,44,1135
145,44,1134
146,44,1133
147,44,1133
148,44,1132
149,44,1131
150,44,1130
151,43,1130
152,43,1129
153,43,1128
154,43,1127
155,46,1120
156,46,1119
157,47,1116
158,51,1110
159,51,1109
160,51,1108
161,51,1107
162,51,1106
163,51,1105
164,51,1104
165,51,1103
166,52,1100
167,52,1099
168,52,1098
169,52,1098
170,51,1098
171,51,1098
172,52,1096
173,52,1096
174,54,1093
175,58,1087
176,58,1086
177,74,1064
178,74,1063
179,74,1062
180,73,1062
181,73,1061
182,73,1060
183,73,1059
184,73,1058
185,73,1057
186,73,1056
187,78,1050
188,78,1049
189,78,1048
190,78,1047
191,78,1046
192,78,1045
193,78,1044
194,78,1043
195,78,1042
196,78,1041
197,78,1040
198,78,1039
199,78,1038
200,78,1037
201,78,1036
202,78,1035
203,78,1034
204,81,1029
205,81,1028
206,81,1027
207,81,1026
208,81,1025
209,81,1024
210,81,1023
211,81,1022
212,81,1021
213,81,1020
214,81,1019
215,81,1018
216,81,1017
217,81,1016
218,80,1016
219,80,1015
220,80,1014
221,80,1013
222,79,1013
223,80,1010
224,80,1009
225,80,1008
226,80,1007
227,80,1006
228,80,1006
229,83,996
230,83,995
231,83,994
232,83,993
233,83,992
234,83,991
235,83,990
236,83,989
237,83,988
238,83,987
239,83,986
240,83,985
241,84,983
242,84,982
243,84,981
244,85,979
245,85,978
246,85,977
247,85,976
248,85,975
249,85,974
250,85,974
251,85,973
252,85,972
253,85,971
254,85,970
255,85,969
256,85,969
257,85,968
258,85,968
259,85,967
260,85,966
261,85,965
262,84,965
263,84,965
264,84,964
265,84,964
266,84,963
267,84,962
268,84,961
269,84,961
270,84,960
271,84,959
272,84,958
273,84,958
274,84,957
275,84,956
276,84,956
277,84,955
278,84,954
279,88,926
280,90,923
281,90,922
282,90,921
283,90,920
284,90,919
285,90,918
286,91,916
287,91,915
288,91,914
289,91,913
290,91,912
291,91,911
292,91,910
293,91,909
294,91,908
295,91,907
296,90,907
297,91,905
298,91,904
299,93,893
300,93,893
301,93,893
302,93,892
303,93,891
304,93,890
305,93,889
306,93,889
307,93,888
308,93,887
309,93,886
310,93,885
311,93,884
312,93,883
313,93,882
314,97,866
315,112,591
316,112,591
317,112,591
318,112,591
319,112,590
320,112,589
321,112,588
322,112,587
323,113,587
324,113,586
325,113,586
326,113,586
327,113,586
328,113,585
329,113,584
330,113,584
331,113,583
332,113,582
333,113,581
334,113,581
335,113,580
336,113,579
337,113,578
338,113,578
339,138,532
340,139,532
341,139,531
342,139,531
343,139,531
344,139,530
345,139,529
346,139,528
347,139,528
348,139,528
349,139,527
350,138,527
351,138,527
352,138,527
353,138,526
354,139,526
355,139,526
356,139,525
357,139,524
358,140,519
359,144,498
360,144,497
361,144,496
362,146,496
363,146,495
364,146,495
365,146,495
366,146,495
367,151,488
368,151,487
369,151,486
370,152,483
371,152,482
372,152,481
373,154,441
374,154,440
375,153,440
376,153,440
377,153,440
378,153,439
379,153,439
380,153,439
381,152,439
382,152,439
383,154,439
384,154,439
385,153,439
386,153,439
387,153,438
388,153,438
389,158,299
390,160,299
391,160,298
392,160,298
393,160,298
394,160,297
395,160,297
396,160,296
397,165,296
398,165,295
399,165,294
400,165,294
401,168,294
402,169,294
403,168,294
404,168,294
405,168,294
406,168,294
407,168,293
408,167,293
409,167,293
410,167,292
411,167,292
412,167,291
413,167,291
414,174,281
415,182,281
416,182,280
417,182,280
418,183,280
419,183,279
420,183,278
421,185,278
422,185,278
423,185,278
424,185,278
425,185,278
426,185,278
427,185,277
428,187,277
429,187,277
430,187,276
431,187,275
432,187,275
433,187,275
434,187,275
435,187,275
436,188,273
437,187,273
438,187,272
439,187,272
440,188,272
441,188,271
442,188,271
443,188,271
444,189,271
445,188,271
446,188,271
447,188,271
448,195,271
449,195,271
450,195,271
451,195,271
452,195,270
453,194,270
454,194,270
455,194,270
456,194,270
457,194,270
458,194,269
459,194,269
460,194,269
461,194,268
462,194,267
463,194,266
464,195,264
465,195,264
466,195,264
467,194,264
468,193,264
469,192,264
470,191,264
471,191,264
472,191,264
473,192,264
474,192,264
475,192,264
476,191,264
477,191,264
478,191,264
479,191,264
480,192,264
481,192,264
482,192,264
483,192,263
484,192,262
485,192,262
486,193,262
487,193,261
488,193,261
489,193,261
490,193,260
491,193,259
492,193,258
493,193,258
494,193,257
495,193,257
496,193,257
497,193,256
498,193,255
499,195,249
500,195,249
501,195,249
502,194,249
503,194,249
504,194,248
505,193,248
506,193,248
507,193,247
508,193,247
509,194,245
510,194,245
511,194,245
512,197,241
513,199,201
