1,17,1161
7,97,918
13,194,496
19,269,421
25,310,304
31,365,233
37,384,186
43,419,186
49,450,174
55,484,76
61,503,76
67,518,71
73,556,71
79,583,71
85,624,47
91,641,47
97,660,33
103,679,33
109,697,28
115,713,24
121,734,22
127,747,22
133,769,22
139,784,22
145,797,18
151,809,18
157,816,18
163,825,15
169,837,15
175,848,12
181,854,12
187,860,12
193,866,12
199,872,12
205,878,12
211,883,12
217,889,12
223,893,11
229,901,7
235,900,7
241,898,7
247,896,7
253,895,7
259,890,7
265,885,7
271,884,7
277,879,7
283,873,7
289,872,7
295,870,7
301,867,7
307,864,7
313,860,7
319,856,7
325,851,7
331,847,7
337,842,7
343,837,7
349,834,7
355,833,7
361,830,7
367,829,7
373,827,7
379,821,7
385,817,7
391,814,7
397,809,7
403,803,7
409,799,7
415,796,7
421,790,7
427,785,7
433,783,7
439,778,7
445,774,7
451,768,7
457,763,7
463,757,7
469,751,7
475,745,7
481,743,7
487,737,7
493,734,7
499,729,7
505,724,7
511,720,7
517,719,7
523,717,7
529,712,7
535,708,7
541,703,7
547,697,7
553,693,7
559,691,7
565,689,7
571,687,7
577,683,7
583,678,7
589,673,7
595,668,7
601,662,7
607,658,7
613,654,7
619,651,7
625,648,7
631,643,7
637,638,7
643,636,7
649,633,7
655,629,7
661,626,7
667,621,7
673,618,7
679,613,7
685,607,7
691,601,7
697,595,7
703,589,7
709,584,7
715,578,7
721,573,7
727,568,7
733,562,7
739,560,7
745,555,7
751,553,7
757,549,7
763,546,7
769,544,7
775,539,7
781,535,7
787,529,7
793,523,7
799,518,7
805,512,7
811,506,7
817,501,7
823,497,7
829,492,7
835,487,7
841,481,7
847,476,7
853,473,7
859,470,7
865,466,7
871,461,7
877,458,7
883,457,7
889,452,7
895,446,7
901,440,7
907,434,7
913,430,7
919,428,7
925,424,7
931,419,7
937,414,7
943,411,7
949,405,7
955,401,7
961,397,7
967,391,7
973,386,7
979,380,7
985,376,7
991,373,7
997,372,5
1003,367,5
1009,361,5
1015,355,5
1021,350,5
1027,347,5
1033,342,5
1039,337,5
1045,331,5
1051,325,5
1057,321,5
1063,317,5
1069,312,5
1075,306,5
1081,302,5
1087,296,5
1093,290,5
1099,286,5
1105,281,5
1111,278,5
1117,276,5
1123,271,5
1129,265,5
1135,261,5
1141,255,5
1147,249,5
1153,243,5
1159,238,5
1165,232,5
1171,227,5
1177,224,5
1183,219,5
1189,213,5
1195,207,5
1201,202,5
1207,196,5
1213,190,5
1219,184,5
1225,180,5
1231,174,5
1237,168,5
1243,164,5
1249,158,5
1255,152,5
1261,146,5
1267,141,5
1273,135,5
1279,129,5
1285,123,5
1291,117,5
1297,112,5
1303,108,5
1309,102,5
1315,96,5
1321,90,5
1327,84,5
1333,78,5
1339,72,5
1345,68,5
1351,62,5
1357,57,5
1363,52,5
1369,46,5
1375,40,5
1381,34,5
1387,28,5
1393,22,5
1399,16,5
1405,10,5
1411,4,5
1417,1,2
